run_id,material,deformation_type,true_density_gcc,compactor_config,roll_diameter_mm,roll_width_mm,sealing_system,roll_surface,scf_kN_per_cm,gap_width_mm,roll_speed_rpm,feed_screw_rpm,densification_factor,nip_angle_deg,peak_pressure_MPa,ribbon_rel_density,ribbon_density_gcc,ribbon_porosity,density_CV_percent,in_zinchuk_window,fines_fraction_pct,granule_d50_um,throughput_kg_hr
398,Mannitol_SD,brittle,1.49,Medium_D250_W30,250,30,side_sealing,knurled,18.1,4.35,14.89,100.8,2.364,15.53,53.4,0.6779,1.0101,0.3221,5.74,Yes,32.12,198.8,101.42
399,MCC_Mannitol_Mix,mixed,1.52,Medium_D250,250,25,side_sealing,smooth,14.79,3.24,15.46,96.7,2.581,10.73,63.2,0.7427,1.1289,0.2573,7.08,Yes,23.31,292.7,71.91
400,MCC_Mannitol_Mix,mixed,1.52,Medium_D250,250,25,rim_rolls,knurled,18.38,4.4,23.79,59.9,2.356,15.34,54.9,0.7091,1.0778,0.2909,3.62,Yes,16.82,285.5,143.98
401,MCC_Mannitol_Mix,mixed,1.52,Medium_D250_W30,250,30,rim_rolls,knurled,9.65,1.55,25.24,105.1,3.283,15.52,28.5,0.6176,0.9387,0.3824,3.23,Yes,28.85,202.3,56.96
402,MCC_101,plastic,1.55,Medium_D250_W30,250,30,rim_rolls,smooth,14.99,2.11,29.79,103.7,2.959,10.7,64.2,0.7272,1.1272,0.2728,4.03,Yes,19.58,304.7,108.7
403,Mannitol_SD,brittle,1.49,Medium_D250_W30,250,30,side_sealing,knurled,15.56,3.58,19.13,60.4,2.505,15.16,47.0,0.6563,0.9778,0.3437,7.29,Yes,30.18,188.7,101.76
404,MCC_Mannitol_Mix,mixed,1.52,Medium_D250,250,25,rim_rolls,knurled,15.14,2.7,18.1,33.0,2.731,15.25,45.5,0.7177,1.0909,0.2823,3.14,Yes,19.0,271.7,67.65
405,Mannitol_SD,brittle,1.49,Medium_D250_W30,250,30,rim_rolls,smooth,7.38,4.97,22.64,21.6,2.276,9.89,34.2,0.6136,0.9143,0.3864,4.4,Yes,27.71,137.9,156.29
406,MCC_101,plastic,1.55,Medium_D250,250,25,side_sealing,smooth,3.57,2.48,8.41,92.3,2.808,11.36,14.4,0.5778,0.8956,0.4222,5.82,No,31.14,262.1,22.64
407,Mannitol_SD,brittle,1.49,Medium_D250_W30,250,30,rim_rolls,knurled,17.27,5.63,14.43,69.0,2.199,15.34,51.6,0.696,1.037,0.304,3.58,Yes,22.26,230.7,125.34
408,Mannitol_SD,brittle,1.49,Small_D120,120,25,side_sealing,smooth,17.42,4.3,26.63,22.3,1.95,9.87,168.5,0.8844,1.3178,0.1156,8.25,No,18.64,393.5,194.22
409,MCC_Mannitol_Mix,mixed,1.52,Small_D120,120,25,side_sealing,smooth,16.73,4.21,26.25,88.3,1.962,10.43,153.1,0.8752,1.3303,0.1248,7.53,No,15.18,371.6,186.37
410,MCC_101,plastic,1.55,Small_D120,120,25,side_sealing,knurled,10.52,1.55,13.48,12.0,2.583,15.38,65.3,0.8139,1.2615,0.1861,7.12,No,15.53,401.3,30.21
411,Mannitol_SD,brittle,1.49,Medium_D250_W30,250,30,rim_rolls,smooth,7.51,1.33,18.57,95.0,3.468,10.37,33.2,0.6139,0.9148,0.3861,3.95,Yes,29.46,161.5,33.24
412,Mannitol_SD,brittle,1.49,Medium_D250_W30,250,30,side_sealing,knurled,6.02,4.4,19.95,114.1,2.356,15.43,17.9,0.4931,0.7347,0.5069,5.6,No,42.08,67.7,99.17
413,MCC_101,plastic,1.55,Small_D120,120,25,side_sealing,knurled,17.44,5.18,8.75,62.7,1.866,16.06,103.7,0.8965,1.3896,0.1035,5.78,No,15.06,505.3,81.54
414,Mannitol_SD,brittle,1.49,Medium_D250,250,25,rim_rolls,knurled,18.32,2.41,3.44,105.4,2.835,16.85,49.8,0.7013,1.0449,0.2987,5.68,Yes,20.54,253.4,12.76
415,MCC_Mannitol_Mix,mixed,1.52,Medium_D250_W30,250,30,rim_rolls,smooth,6.07,5.22,3.58,66.5,2.246,11.58,24.0,0.6222,0.9458,0.3778,4.43,Yes,27.58,235.5,27.17
416,Mannitol_SD,brittle,1.49,Medium_D250,250,25,rim_rolls,knurled,5.17,1.03,6.8,22.4,3.807,15.18,15.6,0.5295,0.789,0.4705,3.84,No,37.71,96.2,7.63
417,MCC_Mannitol_Mix,mixed,1.52,Medium_D250_W30,250,30,side_sealing,smooth,4.03,1.07,25.03,46.3,3.747,10.25,18.0,0.5466,0.8308,0.4534,7.46,No,35.95,129.9,33.41
418,MCC_Mannitol_Mix,mixed,1.52,Small_D120,120,25,rim_rolls,knurled,14.43,4.19,7.96,47.9,1.963,15.71,87.7,0.8517,1.2946,0.1483,3.52,No,9.92,379.5,55.12
419,MCC_Mannitol_Mix,mixed,1.52,Medium_D250_W30,250,30,rim_rolls,knurled,3.44,2.6,19.74,83.2,2.767,15.53,10.2,0.5124,0.7788,0.4876,4.47,No,29.46,129.9,60.14
420,Mannitol_SD,brittle,1.49,Small_D120,120,25,rim_rolls,knurled,7.09,4.63,5.75,37.6,1.916,15.5,43.7,0.6532,0.9733,0.3468,2.97,Yes,27.2,218.2,34.41
421,Mannitol_SD,brittle,1.49,Small_D120,120,25,rim_rolls,smooth,19.99,4.22,5.54,67.6,1.96,10.95,174.4,0.95,1.4155,0.05,3.36,No,8.87,443.4,43.35
422,MCC_Mannitol_Mix,mixed,1.52,Medium_D250_W30,250,30,rim_rolls,knurled,9.08,4.95,21.72,63.6,2.279,15.39,27.0,0.5863,0.8912,0.4137,3.78,No,29.58,184.2,146.21
423,Mannitol_SD,brittle,1.49,Medium_D250_W30,250,30,rim_rolls,smooth,14.32,4.4,24.09,31.6,2.357,9.93,66.1,0.7068,1.0531,0.2932,5.04,Yes,26.09,212.2,167.1
424,MCC_101,plastic,1.55,Medium_D250,250,25,rim_rolls,smooth,5.85,5.93,1.82,106.4,2.169,13.14,20.4,0.6383,0.9894,0.3617,11.37,Yes,26.12,312.1,12.5
425,MCC_101,plastic,1.55,Medium_D250,250,25,side_sealing,knurled,7.78,2.03,21.29,35.2,2.998,15.48,23.0,0.5825,0.9029,0.4175,7.08,No,32.05,221.3,49.99
426,MCC_Mannitol_Mix,mixed,1.52,Small_D120,120,25,rim_rolls,smooth,11.1,1.13,9.73,21.1,2.855,10.29,102.9,0.904,1.374,0.096,4.3,No,7.11,430.0,17.77
427,MCC_Mannitol_Mix,mixed,1.52,Medium_D250_W30,250,30,rim_rolls,smooth,8.82,2.24,15.02,101.3,2.899,10.77,37.5,0.6859,1.0425,0.3141,2.94,Yes,22.42,273.5,54.38
428,MCC_Mannitol_Mix,mixed,1.52,Medium_D250_W30,250,30,side_sealing,smooth,13.15,1.96,12.73,42.7,3.032,10.43,57.8,0.7526,1.144,0.2474,7.83,Yes,23.08,349.7,39.19
429,Mannitol_SD,brittle,1.49,Medium_D250_W30,250,30,side_sealing,knurled,10.09,3.95,29.55,18.2,2.432,14.84,31.2,0.5816,0.8666,0.4184,7.05,No,31.93,127.8,154.82
430,Mannitol_SD,brittle,1.49,Small_D120,120,25,rim_rolls,knurled,10.68,1.23,6.79,67.2,2.78,15.78,64.6,0.7547,1.1245,0.2453,2.88,Yes,22.22,305.8,10.46
431,MCC_Mannitol_Mix,mixed,1.52,Medium_D250,250,25,rim_rolls,smooth,17.06,1.98,3.29,116.2,3.023,12.27,63.8,0.8342,1.2681,0.1658,7.05,No,14.49,362.1,11.85
432,MCC_Mannitol_Mix,mixed,1.52,Small_D120,120,25,rim_rolls,smooth,12.59,4.76,19.54,65.8,1.904,10.44,115.2,0.877,1.333,0.123,4.12,No,13.81,392.7,157.26
433,MCC_101,plastic,1.55,Medium_D250,250,25,side_sealing,smooth,16.12,3.94,16.79,71.7,2.434,10.78,68.5,0.7988,1.2382,0.2012,7.97,Yes,15.67,399.4,105.23
434,MCC_101,plastic,1.55,Medium_D250_W30,250,30,side_sealing,smooth,5.21,5.74,2.18,100.1,2.188,12.83,18.6,0.5988,0.9281,0.4012,12.5,No,32.82,237.7,16.44
435,MCC_101,plastic,1.55,Medium_D250_W30,250,30,rim_rolls,smooth,7.39,2.51,26.91,45.6,2.796,10.48,32.3,0.6166,0.9558,0.3834,4.75,Yes,26.61,287.9,98.29
436,Mannitol_SD,brittle,1.49,Medium_D250_W30,250,30,side_sealing,knurled,8.84,5.96,4.24,66.2,2.166,16.16,25.1,0.5525,0.8233,0.4475,6.53,No,36.55,125.9,30.86
437,Mannitol_SD,brittle,1.49,Medium_D250,250,25,side_sealing,knurled,15.29,2.01,13.98,64.0,3.01,15.32,45.8,0.6818,1.0159,0.3182,7.32,Yes,30.0,239.9,35.8
438,MCC_Mannitol_Mix,mixed,1.52,Small_D120,120,25,side_sealing,knurled,9.64,1.78,6.75,87.4,2.479,16.25,56.7,0.7682,1.1676,0.2318,5.97,Yes,18.56,347.7,17.22
439,MCC_101,plastic,1.55,Medium_D250_W30,250,30,rim_rolls,smooth,14.11,3.7,9.95,107.8,2.48,11.35,57.0,0.8101,1.2556,0.1899,2.5,No,13.21,421.6,68.54
440,MCC_101,plastic,1.55,Small_D120,120,25,side_sealing,knurled,5.42,4.92,14.29,65.1,1.889,15.81,32.7,0.6481,1.0046,0.3519,6.86,Yes,31.53,295.9,90.01
441,Mannitol_SD,brittle,1.49,Medium_D250,250,25,side_sealing,knurled,11.79,2.56,22.11,86.1,2.78,15.24,35.5,0.5986,0.892,0.4014,6.86,No,36.74,143.3,64.83
442,MCC_Mannitol_Mix,mixed,1.52,Medium_D250_W30,250,30,rim_rolls,smooth,15.09,2.36,13.98,47.0,2.852,10.43,66.3,0.795,1.2084,0.205,4.59,Yes,16.62,359.2,60.53
443,MCC_Mannitol_Mix,mixed,1.52,Medium_D250,250,25,side_sealing,knurled,15.54,5.4,5.36,54.1,2.225,16.05,44.4,0.7307,1.1107,0.2693,6.01,Yes,23.94,266.2,39.19
444,Mannitol_SD,brittle,1.49,Medium_D250_W30,250,30,rim_rolls,smooth,7.89,2.71,5.7,39.8,2.73,10.54,34.3,0.6148,0.9161,0.3852,3.53,Yes,29.51,156.8,22.1
445,Mannitol_SD,brittle,1.49,Medium_D250,250,25,side_sealing,smooth,17.38,5.51,17.1,30.5,2.212,10.0,79.7,0.7671,1.143,0.2329,6.98,Yes,27.36,273.3,136.97
446,MCC_101,plastic,1.55,Small_D120,120,25,side_sealing,smooth,19.05,5.27,18.99,116.7,1.859,10.97,165.8,0.8951,1.3874,0.1049,7.03,No,10.54,493.4,177.35
447,Mannitol_SD,brittle,1.49,Small_D120,120,25,rim_rolls,smooth,9.52,1.78,23.73,108.5,2.477,10.31,88.2,0.8016,1.1944,0.1984,4.44,No,20.15,291.1,62.55
448,MCC_101,plastic,1.55,Medium_D250_W30,250,30,side_sealing,smooth,12.24,5.65,22.59,32.1,2.197,10.45,53.7,0.7129,1.105,0.2871,7.57,Yes,23.62,313.3,216.36
449,MCC_Mannitol_Mix,mixed,1.52,Medium_D250_W30,250,30,rim_rolls,smooth,10.88,2.14,13.48,118.9,2.944,10.95,45.6,0.7248,1.1016,0.2752,3.41,Yes,22.4,269.3,46.34
450,MCC_101,plastic,1.55,Medium_D250_W30,250,30,side_sealing,smooth,16.31,3.68,4.09,59.7,2.485,11.6,64.5,0.8516,1.32,0.1484,6.43,No,12.71,454.9,30.17
451,MCC_101,plastic,1.55,Medium_D250,250,25,rim_rolls,smooth,3.5,2.01,1.86,33.5,3.007,11.79,13.6,0.5756,0.8921,0.4244,4.06,No,26.24,254.2,4.44
452,Mannitol_SD,brittle,1.49,Medium_D250_W30,250,30,side_sealing,smooth,16.97,2.94,20.55,84.9,2.659,10.27,75.7,0.7616,1.1349,0.2384,6.74,Yes,29.3,234.5,104.35
453,MCC_Mannitol_Mix,mixed,1.52,Medium_D250,250,25,side_sealing,knurled,6.43,5.2,11.17,116.8,2.248,16.07,18.3,0.5741,0.8727,0.4259,5.06,No,34.88,192.8,63.4
454,Mannitol_SD,brittle,1.49,Medium_D250,250,25,side_sealing,knurled,12.03,4.91,5.04,111.7,2.285,16.5,33.4,0.6092,0.9077,0.3908,6.87,Yes,30.78,200.0,27.21
455,MCC_Mannitol_Mix,mixed,1.52,Small_D120,120,25,rim_rolls,knurled,14.2,2.44,2.8,55.5,2.263,16.64,81.5,0.8592,1.306,0.1408,3.77,No,12.88,447.5,13.66
456,Mannitol_SD,brittle,1.49,Small_D120,120,25,rim_rolls,knurled,7.32,1.25,3.81,11.6,2.762,15.15,46.1,0.6676,0.9948,0.3324,3.9,Yes,25.55,237.9,6.51
457,MCC_101,plastic,1.55,Medium_D250,250,25,side_sealing,knurled,6.47,2.44,1.31,28.9,2.824,16.99,17.5,0.6069,0.9407,0.3931,6.79,Yes,28.53,282.7,4.35
458,MCC_Mannitol_Mix,mixed,1.52,Medium_D250_W30,250,30,rim_rolls,knurled,16.05,5.73,7.11,75.8,2.189,16.09,45.7,0.7406,1.1257,0.2594,2.28,Yes,15.76,311.0,71.47
459,Mannitol_SD,brittle,1.49,Medium_D250_W30,250,30,side_sealing,knurled,15.08,5.42,15.9,63.5,2.223,15.25,45.3,0.6455,0.9618,0.3545,6.78,Yes,33.4,145.0,131.39
460,MCC_Mannitol_Mix,mixed,1.52,Medium_D250,250,25,rim_rolls,knurled,18.32,1.56,22.58,105.9,3.282,15.58,53.9,0.7377,1.1212,0.2623,3.33,Yes,16.45,297.9,50.22
461,Mannitol_SD,brittle,1.49,Medium_D250,250,25,rim_rolls,smooth,19.58,2.29,23.33,111.1,2.879,10.33,86.8,0.7922,1.1804,0.2078,4.02,Yes,22.7,277.2,82.98
462,Mannitol_SD,brittle,1.49,Medium_D250_W30,250,30,side_sealing,smooth,10.92,3.59,27.88,69.4,2.502,10.08,49.6,0.6575,0.9797,0.3425,7.18,Yes,29.1,189.6,151.98
463,MCC_Mannitol_Mix,mixed,1.52,Small_D120,120,25,side_sealing,knurled,7.69,3.29,5.43,43.4,2.087,15.88,46.2,0.7202,1.0948,0.2798,5.22,Yes,26.66,301.6,23.91
464,Mannitol_SD,brittle,1.49,Medium_D250_W30,250,30,side_sealing,smooth,2.64,2.24,16.87,73.1,2.903,10.29,11.8,0.4828,0.7194,0.5172,6.76,No,45.44,85.3,41.3
465,MCC_Mannitol_Mix,mixed,1.52,Medium_D250,250,25,rim_rolls,smooth,16.12,4.91,17.16,50.8,2.285,10.39,71.1,0.8068,1.2264,0.1932,5.16,No,16.5,365.0,130.29
466,MCC_Mannitol_Mix,mixed,1.52,Medium_D250,250,25,side_sealing,knurled,13.76,3.47,17.14,55.4,2.528,15.42,40.9,0.6795,1.0329,0.3205,6.83,Yes,28.24,227.0,80.45
467,MCC_Mannitol_Mix,mixed,1.52,Medium_D250_W30,250,30,rim_rolls,knurled,13.11,4.99,22.41,69.2,2.273,15.4,39.0,0.655,0.9956,0.345,4.1,Yes,22.82,204.0,167.77
468,MCC_101,plastic,1.55,Medium_D250_W30,250,30,side_sealing,smooth,19.42,5.88,17.5,119.4,2.174,11.03,80.7,0.8106,1.2564,0.1894,6.9,No,15.43,404.6,198.5
469,Mannitol_SD,brittle,1.49,Medium_D250_W30,250,30,rim_rolls,smooth,11.63,3.74,16.91,78.3,2.472,10.32,51.6,0.6736,1.0036,0.3264,4.87,Yes,27.82,196.0,95.82
470,Mannitol_SD,brittle,1.49,Medium_D250,250,25,rim_rolls,smooth,11.18,5.05,22.71,24.8,2.266,9.91,51.7,0.6926,1.032,0.3074,5.34,Yes,23.54,178.7,150.81
471,MCC_101,plastic,1.55,Medium_D250_W30,250,30,rim_rolls,knurled,17.52,5.0,29.9,35.6,2.273,15.42,52.1,0.6764,1.0484,0.3236,3.74,Yes,19.48,230.2,238.52
472,MCC_101,plastic,1.55,Medium_D250_W30,250,30,side_sealing,smooth,18.8,3.27,10.97,64.3,2.574,10.94,78.8,0.8473,1.3133,0.1527,7.41,No,18.05,462.2,72.15
473,MCC_Mannitol_Mix,mixed,1.52,Small_D120,120,25,side_sealing,knurled,19.36,4.51,26.25,45.3,1.929,15.24,121.3,0.8422,1.2801,0.1578,7.49,No,19.86,364.1,191.46
474,MCC_101,plastic,1.55,Medium_D250,250,25,side_sealing,smooth,15.98,1.66,22.71,51.4,3.206,10.56,69.4,0.7824,1.2127,0.2176,7.33,Yes,22.23,334.3,58.88
475,MCC_Mannitol_Mix,mixed,1.52,Small_D120,120,25,rim_rolls,smooth,15.71,4.97,17.01,73.8,1.885,10.54,142.3,0.9256,1.407,0.0744,4.58,No,10.3,462.5,148.27
476,Mannitol_SD,brittle,1.49,Medium_D250_W30,250,30,rim_rolls,knurled,19.28,3.6,14.35,11.9,2.501,14.87,59.4,0.7084,1.0555,0.2916,3.91,Yes,22.55,250.4,83.05
477,MCC_101,plastic,1.55,Small_D120,120,25,side_sealing,knurled,13.93,2.31,16.02,75.6,2.296,15.83,84.0,0.8445,1.309,0.1555,6.59,No,12.68,381.1,63.94
478,Mannitol_SD,brittle,1.49,Medium_D250,250,25,side_sealing,knurled,11.92,4.85,25.16,43.0,2.292,14.99,36.4,0.6036,0.8994,0.3964,6.02,Yes,34.31,137.1,141.5
479,MCC_Mannitol_Mix,mixed,1.52,Medium_D250,250,25,rim_rolls,knurled,8.57,2.72,21.48,35.3,2.725,15.23,25.8,0.6067,0.9221,0.3933,3.6,Yes,26.16,187.4,69.99
480,MCC_101,plastic,1.55,Medium_D250_W30,250,30,side_sealing,smooth,4.56,4.71,23.14,15.0,2.311,10.34,20.2,0.5537,0.8582,0.4463,8.27,No,34.48,181.8,143.1
481,Mannitol_SD,brittle,1.49,Medium_D250_W30,250,30,rim_rolls,knurled,5.25,2.33,22.62,90.2,2.865,15.25,15.8,0.5047,0.752,0.4953,3.8,No,36.45,99.5,61.04
482,MCC_101,plastic,1.55,Medium_D250_W30,250,30,side_sealing,smooth,16.41,5.52,13.61,112.0,2.211,11.15,67.5,0.8053,1.2482,0.1947,5.97,No,17.7,434.0,141.89
483,Mannitol_SD,brittle,1.49,Medium_D250_W30,250,30,rim_rolls,knurled,17.84,1.44,25.12,90.8,3.371,15.21,53.8,0.7111,1.0596,0.2889,3.0,Yes,23.8,279.3,60.07
484,MCC_Mannitol_Mix,mixed,1.52,Medium_D250,250,25,rim_rolls,knurled,17.04,5.9,9.82,22.5,2.172,15.31,51.0,0.7477,1.1365,0.2523,4.64,Yes,16.65,304.2,84.16
485,Mannitol_SD,brittle,1.49,Medium_D250,250,25,side_sealing,knurled,16.35,2.44,12.95,41.3,2.822,15.17,49.4,0.7043,1.0495,0.2957,6.72,Yes,26.05,206.2,41.94
486,MCC_101,plastic,1.55,Small_D120,120,25,side_sealing,smooth,18.55,4.28,28.69,104.7,1.953,10.72,165.3,0.8155,1.264,0.1845,7.92,No,20.48,370.7,197.83
487,Mannitol_SD,brittle,1.49,Medium_D250_W30,250,30,side_sealing,knurled,18.42,2.56,26.9,44.5,2.778,14.98,56.4,0.6864,1.0228,0.3136,7.14,Yes,26.42,210.1,108.77
488,Mannitol_SD,brittle,1.49,Medium_D250_W30,250,30,rim_rolls,smooth,5.15,1.07,26.14,23.2,3.748,9.88,23.9,0.5487,0.8175,0.4513,4.85,No,32.87,86.6,34.77
489,MCC_Mannitol_Mix,mixed,1.52,Medium_D250,250,25,rim_rolls,knurled,16.22,4.12,6.4,115.4,2.403,16.55,44.9,0.755,1.1476,0.245,2.99,Yes,17.32,365.8,37.96
490,Mannitol_SD,brittle,1.49,Small_D120,120,25,rim_rolls,smooth,18.7,3.53,26.72,93.3,2.049,10.2,175.1,0.9351,1.3933,0.0649,3.76,No,10.15,460.1,167.77
491,Mannitol_SD,brittle,1.49,Medium_D250_W30,250,30,rim_rolls,smooth,18.27,4.29,19.21,21.5,2.374,9.91,84.5,0.7966,1.1869,0.2034,4.59,Yes,19.34,303.0,151.73
492,MCC_Mannitol_Mix,mixed,1.52,Medium_D250,250,25,side_sealing,smooth,14.83,4.51,1.7,53.1,2.341,12.12,56.1,0.7784,1.1832,0.2216,9.92,Yes,21.96,410.9,11.84
493,MCC_Mannitol_Mix,mixed,1.52,Medium_D250_W30,250,30,side_sealing,knurled,6.11,5.38,16.01,82.7,2.227,15.62,17.9,0.5412,0.8227,0.4588,6.36,No,39.14,159.6,107.09
494,Mannitol_SD,brittle,1.49,Small_D120,120,25,side_sealing,knurled,13.32,4.02,3.48,87.8,1.983,16.64,76.4,0.7658,1.1411,0.2342,8.23,Yes,26.07,315.8,20.46
495,MCC_101,plastic,1.55,Medium_D250,250,25,rim_rolls,smooth,19.0,4.96,29.7,56.3,2.278,10.51,82.9,0.7714,1.1957,0.2286,5.96,Yes,15.31,341.5,224.01
496,MCC_Mannitol_Mix,mixed,1.52,Small_D120,120,25,rim_rolls,knurled,3.42,5.71,16.59,86.8,1.825,15.63,20.9,0.5567,0.8462,0.4433,3.34,No,30.85,134.7,103.97
497,MCC_101,plastic,1.55,Medium_D250_W30,250,30,side_sealing,knurled,9.88,5.03,6.44,48.7,2.269,16.1,28.1,0.6794,1.0531,0.3206,6.19,Yes,23.25,290.4,52.88
498,MCC_101,plastic,1.55,Medium_D250,250,25,rim_rolls,smooth,13.32,5.83,7.84,37.0,2.179,10.83,56.4,0.8033,1.2451,0.1967,4.01,No,13.99,406.0,73.26
499,MCC_Mannitol_Mix,mixed,1.52,Medium_D250_W30,250,30,rim_rolls,smooth,19.08,5.77,11.63,75.4,2.185,10.75,81.4,0.8367,1.2718,0.1633,4.41,No,13.13,432.0,134.63
500,MCC_Mannitol_Mix,mixed,1.52,Small_D120,120,25,side_sealing,knurled,13.83,2.2,18.35,99.4,2.328,15.65,84.4,0.8027,1.22,0.1973,5.59,No,18.44,315.6,63.02
501,Mannitol_SD,brittle,1.49,Medium_D250_W30,250,30,rim_rolls,knurled,9.48,3.15,4.89,87.4,2.604,16.29,26.7,0.5881,0.8763,0.4119,2.74,No,30.84,178.5,21.08
502,MCC_Mannitol_Mix,mixed,1.52,Small_D120,120,25,side_sealing,knurled,15.21,3.19,14.9,83.6,2.103,15.67,92.7,0.8457,1.2855,0.1543,5.51,No,17.27,371.4,77.09
503,MCC_Mannitol_Mix,mixed,1.52,Medium_D250,250,25,rim_rolls,smooth,16.7,4.44,20.44,89.5,2.351,10.54,72.6,0.7726,1.1743,0.2274,2.94,Yes,15.69,318.7,136.19
504,Mannitol_SD,brittle,1.49,Small_D120,120,25,side_sealing,knurled,2.12,2.64,12.81,67.8,2.214,15.39,13.2,0.4638,0.691,0.5362,6.21,No,42.88,56.2,28.11
505,MCC_101,plastic,1.55,Medium_D250,250,25,side_sealing,knurled,14.83,2.71,8.86,79.4,2.73,16.21,41.9,0.7637,1.1837,0.2363,5.07,Yes,20.3,401.8,34.95
506,Mannitol_SD,brittle,1.49,Medium_D250,250,25,side_sealing,smooth,6.67,5.44,6.62,81.0,2.22,10.95,27.9,0.5545,0.8262,0.4455,6.49,No,37.78,111.4,37.95
507,Mannitol_SD,brittle,1.49,Medium_D250_W30,250,30,rim_rolls,smooth,3.25,2.4,5.25,10.3,2.838,10.02,14.9,0.5217,0.7773,0.4783,4.44,No,37.62,97.0,15.02
508,MCC_101,plastic,1.55,Medium_D250,250,25,rim_rolls,smooth,8.74,2.75,16.37,22.2,2.716,10.44,38.4,0.6962,1.0791,0.3038,5.05,Yes,17.17,325.8,64.33
509,MCC_101,plastic,1.55,Medium_D250,250,25,rim_rolls,knurled,17.34,1.79,28.65,115.6,3.129,15.76,50.4,0.7048,1.0924,0.2952,3.98,Yes,22.58,285.4,72.72
510,MCC_101,plastic,1.55,Medium_D250,250,25,side_sealing,knurled,19.44,4.53,13.96,43.4,2.337,15.66,56.9,0.7912,1.2264,0.2088,6.56,Yes,18.55,409.4,98.31
511,Mannitol_SD,brittle,1.49,Small_D120,120,25,rim_rolls,smooth,16.09,5.91,14.13,104.9,1.811,10.58,145.2,0.8964,1.3356,0.1036,3.86,No,11.51,389.6,141.3
512,MCC_101,plastic,1.55,Medium_D250_W30,250,30,rim_rolls,smooth,11.62,3.67,26.5,73.0,2.487,10.61,50.2,0.7033,1.0902,0.2967,3.63,Yes,15.69,284.6,164.15
513,Mannitol_SD,brittle,1.49,Medium_D250,250,25,side_sealing,knurled,6.65,5.15,23.35,27.8,2.254,14.92,20.4,0.5059,0.7537,0.4941,6.93,No,41.24,123.0,118.53
514,MCC_101,plastic,1.55,Small_D120,120,25,rim_rolls,knurled,15.42,1.05,25.62,98.2,2.929,15.74,93.6,0.8256,1.2798,0.1744,3.14,No,11.58,422.8,44.28
515,MCC_Mannitol_Mix,mixed,1.52,Medium_D250,250,25,rim_rolls,smooth,16.74,1.72,16.37,98.9,3.17,10.71,71.6,0.824,1.2525,0.176,3.9,No,13.21,416.3,44.01
516,MCC_Mannitol_Mix,mixed,1.52,Medium_D250_W30,250,30,side_sealing,knurled,18.6,2.42,3.37,117.8,2.829,17.26,49.4,0.7404,1.1255,0.2596,10.17,Yes,23.26,345.1,14.52
517,MCC_101,plastic,1.55,Small_D120,120,25,rim_rolls,smooth,7.05,5.61,3.11,18.9,1.833,10.96,61.4,0.8414,1.3042,0.1586,4.59,No,10.4,431.4,28.88
518,Mannitol_SD,brittle,1.49,Medium_D250,250,25,side_sealing,knurled,11.23,2.95,6.32,24.9,2.658,15.25,33.8,0.5957,0.8876,0.4043,6.32,No,33.32,141.8,21.99
519,MCC_Mannitol_Mix,mixed,1.52,Small_D120,120,25,rim_rolls,smooth,3.69,1.97,4.3,42.8,2.405,11.04,31.9,0.683,1.0382,0.317,3.1,Yes,22.57,289.4,9.36
520,MCC_101,plastic,1.55,Small_D120,120,25,rim_rolls,smooth,13.04,3.6,16.67,45.4,2.039,10.61,117.3,0.8892,1.3783,0.1108,5.56,No,11.77,502.4,103.57
521,MCC_Mannitol_Mix,mixed,1.52,Medium_D250,250,25,side_sealing,knurled,5.0,4.04,1.91,47.6,2.417,16.88,13.6,0.5535,0.8413,0.4465,8.18,No,35.23,190.1,8.77
522,MCC_101,plastic,1.55,Medium_D250,250,25,side_sealing,smooth,13.59,2.21,2.74,66.7,2.914,12.1,51.5,0.8293,1.2855,0.1707,9.28,No,18.89,420.9,12.61
523,MCC_101,plastic,1.55,Small_D120,120,25,rim_rolls,knurled,8.49,1.42,27.2,21.7,2.656,15.37,52.8,0.7038,1.0909,0.2962,4.04,Yes,19.66,287.5,54.0
524,MCC_Mannitol_Mix,mixed,1.52,Small_D120,120,25,rim_rolls,knurled,11.08,1.55,13.65,72.3,2.585,15.64,67.7,0.8058,1.2248,0.1942,2.39,No,15.91,332.4,34.21
525,MCC_Mannitol_Mix,mixed,1.52,Small_D120,120,25,rim_rolls,knurled,18.93,5.88,25.48,21.2,1.813,15.12,119.5,0.8317,1.2642,0.1683,4.11,No,14.27,373.6,241.42
526,MCC_101,plastic,1.55,Small_D120,120,25,rim_rolls,knurled,10.5,1.56,11.68,83.0,2.578,16.06,62.5,0.8176,1.2673,0.1824,3.56,No,11.34,448.5,28.81
527,MCC_Mannitol_Mix,mixed,1.52,Medium_D250_W30,250,30,side_sealing,knurled,17.23,4.27,7.81,81.4,2.377,16.07,49.1,0.7234,1.0996,0.2766,4.82,Yes,23.82,309.0,54.33
528,MCC_101,plastic,1.55,Medium_D250_W30,250,30,side_sealing,smooth,2.6,4.03,1.54,112.2,2.418,13.42,8.9,0.5322,0.8248,0.4678,14.76,No,34.17,206.1,7.8
529,MCC_101,plastic,1.55,Medium_D250,250,25,rim_rolls,knurled,15.66,1.6,18.35,47.3,3.252,15.59,46.0,0.7375,1.1432,0.2625,3.66,Yes,18.7,347.0,41.82
