run_id,compactor_model,scale,roll_diameter_in,roll_width_in,roll_diameter_cm,roll_width_cm,max_roll_pressure_kn_cm,integrated_mill,total_power_kw,material,feed_density_gcc,deformation_type,roll_pressure_fraction,scf_kn_cm,roll_speed_rpm,hfs_speed_rpm,vfs_hfs_ratio,gap_width_mm,ribbon_rel_density,ribbon_density_gcc,ribbon_porosity,density_cv_pct,fines_pct,granule_yield_pct,in_zinchuk_window,throughput_kg_hr,throughput_lbs_hr,specific_energy_kwh_tonne,changeover_time_hr,replicate
2561,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,MCC_PH101,0.32,plastic,0.7,1.3,6,30,0.6,1.71,0.4928,0.5914,0.5072,4.88,25.16,75.59,No,58.9,129.9,208.76,2.2,2
2562,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,MCC_PH101,0.32,plastic,0.3,0.56,10,100,1.0,1.78,0.4666,0.56,0.5334,2.98,30.12,68.33,No,97.3,214.6,89.37,2.2,2
2563,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,MCC_PH101,0.32,plastic,0.5,0.93,6,100,1.2,1.4,0.4763,0.5716,0.5237,4.53,29.35,69.74,No,79.3,174.9,132.37,2.2,3
2564,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,MCC_PH101,0.32,plastic,0.5,0.93,10,100,0.6,1.39,0.454,0.5448,0.546,3.67,30.28,70.82,No,96.1,211.9,109.22,2.2,2
2565,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,MCC_PH101,0.32,plastic,0.3,0.56,8,30,1.2,1.52,0.4118,0.4941,0.5882,4.15,33.56,66.37,No,67.1,148.0,129.57,2.2,3
2566,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,MCC_PH101,0.32,plastic,0.7,1.3,2,30,0.6,1.22,0.4792,0.575,0.5208,4.78,25.59,74.54,No,46.1,101.7,266.59,2.2,1
2567,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,MCC_PH101,0.32,plastic,0.3,0.56,8,100,1.5,1.72,0.4151,0.4981,0.5849,4.27,32.07,67.91,No,84.4,186.1,103.06,2.2,2
2568,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,MCC_PH101,0.32,plastic,1.0,1.86,8,100,1.5,1.75,0.4928,0.5914,0.5072,4.51,26.95,74.06,No,87.2,192.2,172.08,2.2,1
2569,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,MCC_PH101,0.32,plastic,0.5,0.93,2,100,0.8,1.29,0.4639,0.5566,0.5361,9.47,29.67,69.69,No,66.3,146.1,158.41,2.2,2
2570,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,MCC_PH101,0.32,plastic,0.5,0.93,2,50,1.2,1.29,0.461,0.5532,0.539,5.19,29.49,70.1,No,52.1,114.9,201.53,2.2,3
2571,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,MCC_PH101,0.32,plastic,0.5,0.93,4,50,1.5,1.42,0.4721,0.5665,0.5279,3.69,27.95,73.38,No,61.8,136.3,169.85,2.2,3
2572,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,MCC_PH101,0.32,plastic,1.0,1.86,10,15,1.2,1.59,0.5052,0.6062,0.4948,5.16,26.38,73.46,No,69.5,153.2,215.88,2.2,3
2573,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,MCC_PH101,0.32,plastic,0.85,1.58,6,50,1.2,1.22,0.5331,0.6397,0.4669,3.17,27.08,72.15,No,65.5,144.4,208.33,2.2,1
2574,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,MCC_PH101,0.32,plastic,0.85,1.58,8,50,0.8,1.59,0.5166,0.6199,0.4834,4.08,29.68,69.73,No,71.4,157.5,191.11,2.2,1
2575,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,MCC_PH101,0.32,plastic,0.85,1.58,2,50,1.0,1.27,0.5731,0.6877,0.4269,4.96,26.35,73.0,No,55.4,122.2,246.31,2.2,3
2576,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,MCC_PH101,0.32,plastic,0.5,0.93,4,100,1.0,1.71,0.4707,0.5648,0.5293,4.96,28.04,71.37,No,74.8,164.9,140.39,2.2,3
2577,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,MCC_PH101,0.32,plastic,0.85,1.58,2,100,1.0,1.59,0.5316,0.6379,0.4684,8.93,25.4,74.82,No,69.9,154.2,195.2,2.2,2
2578,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,MCC_PH101,0.32,plastic,1.0,1.86,6,75,1.5,1.77,0.517,0.6204,0.483,4.02,26.74,73.66,No,75.6,166.7,198.33,2.2,1
2579,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,MCC_PH101,0.32,plastic,0.3,0.56,10,75,0.8,1.8,0.434,0.5208,0.566,4.19,31.69,68.01,No,88.4,194.9,98.39,2.2,3
2580,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,MCC_PH101,0.32,plastic,0.85,1.58,6,50,0.8,1.22,0.5339,0.6407,0.4661,4.09,28.14,71.71,No,64.9,143.2,210.19,2.2,2
2581,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,MCC_PH101,0.32,plastic,1.0,1.86,6,75,1.2,1.55,0.5522,0.6626,0.4478,3.95,24.34,76.05,No,76.7,169.2,195.45,2.2,3
2582,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,MCC_PH101,0.32,plastic,0.5,0.93,4,50,0.6,1.28,0.479,0.5748,0.521,3.85,28.58,72.48,No,62.3,137.3,168.56,2.2,1
2583,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,MCC_PH101,0.32,plastic,0.7,1.3,10,15,0.6,1.25,0.4706,0.5648,0.5294,5.16,29.2,72.01,No,67.7,149.2,181.73,2.2,1
2584,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,MCC_PH101,0.32,plastic,0.5,0.93,8,100,1.2,1.26,0.4758,0.571,0.5242,3.57,30.33,71.44,No,88.6,195.4,118.5,2.2,1
2585,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,MCC_PH101,0.32,plastic,0.7,1.3,2,50,1.0,1.62,0.5096,0.6115,0.4904,5.56,26.63,72.88,No,52.5,115.8,234.19,2.2,3
2586,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,MCC_PH101,0.32,plastic,0.3,0.56,2,100,0.8,1.46,0.4246,0.5095,0.5754,8.8,30.54,70.72,No,72.2,159.2,120.49,2.2,3
2587,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,MCC_PH101,0.32,plastic,0.85,1.58,10,15,1.2,1.75,0.4764,0.5716,0.5236,4.67,25.7,72.57,No,68.9,152.0,198.02,2.2,3
2588,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,MCC_PH101,0.32,plastic,1.0,1.86,6,30,0.8,1.32,0.5524,0.6628,0.4476,3.44,23.25,76.84,No,60.3,132.9,248.91,2.2,1
2589,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,MCC_PH101,0.32,plastic,0.7,1.3,6,30,1.2,1.72,0.4946,0.5935,0.5054,4.27,24.89,75.49,No,61.6,135.9,199.53,2.2,2
2590,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,MCC_PH101,0.32,plastic,0.3,0.56,2,30,1.5,1.68,0.4313,0.5176,0.5687,4.55,30.2,69.89,No,46.5,102.6,186.9,2.2,3
2591,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,MCC_PH101,0.32,plastic,0.3,0.56,10,100,1.5,1.48,0.4504,0.5405,0.5496,3.86,29.26,69.51,No,93.7,206.5,92.88,2.2,3
2592,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,MCC_PH101,0.32,plastic,0.5,0.93,2,75,1.5,1.23,0.4518,0.5422,0.5482,8.08,29.05,69.65,No,60.6,133.5,173.35,2.2,2
2593,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,MCC_PH101,0.32,plastic,0.5,0.93,4,15,1.5,1.32,0.4634,0.5561,0.5366,4.8,28.84,69.93,No,51.5,113.5,203.93,2.2,3
2594,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,MCC_PH101,0.32,plastic,0.7,1.3,4,100,0.6,1.51,0.4598,0.5518,0.5402,6.16,29.76,71.89,No,73.0,161.0,168.38,2.2,2
2595,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,MCC_PH101,0.32,plastic,0.3,0.56,10,30,1.0,1.38,0.4454,0.5345,0.5546,3.95,28.15,71.31,No,73.4,161.9,118.49,2.2,2
2596,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,MCC_PH101,0.32,plastic,0.5,0.93,6,15,1.5,1.34,0.447,0.5364,0.553,4.79,29.57,71.33,No,56.3,124.1,186.54,2.2,2
2597,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,MCC_PH101,0.32,plastic,0.85,1.58,6,100,0.8,1.26,0.5185,0.6222,0.4815,4.88,23.34,76.57,No,81.6,179.8,167.36,2.2,3
2598,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,MCC_PH101,0.32,plastic,0.3,0.56,10,30,1.2,1.33,0.4186,0.5023,0.5814,4.51,28.32,73.58,No,74.3,163.8,117.07,2.2,1
2599,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,MCC_PH101,0.32,plastic,0.85,1.58,6,75,0.8,1.33,0.5386,0.6463,0.4614,3.59,26.04,74.67,No,75.4,166.2,181.04,2.2,3
2600,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,MCC_PH101,0.32,plastic,1.0,1.86,4,75,1.0,1.73,0.5543,0.6651,0.4457,4.46,24.54,75.58,No,71.5,157.5,209.92,2.2,2
2601,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,MCC_PH101,0.32,plastic,0.5,0.93,6,100,1.0,1.62,0.4778,0.5734,0.5222,4.37,30.97,70.08,No,87.8,193.6,119.59,2.2,1
2602,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,MCC_PH101,0.32,plastic,0.85,1.58,4,100,0.8,1.38,0.5213,0.6255,0.4787,5.22,30.05,70.02,No,75.9,167.3,179.84,2.2,1
2603,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,MCC_PH101,0.32,plastic,0.5,0.93,4,30,1.5,1.27,0.4666,0.5599,0.5334,4.54,27.72,74.0,No,52.4,115.6,200.19,2.2,3
2604,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,MCC_PH101,0.32,plastic,0.7,1.3,6,30,1.0,1.29,0.5427,0.6513,0.4573,3.79,23.49,76.7,No,61.3,135.2,200.51,2.2,2
2605,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,MCC_PH101,0.32,plastic,0.5,0.93,8,15,1.2,1.76,0.4536,0.5444,0.5464,4.28,30.7,70.22,No,64.5,142.3,162.71,2.2,1
2606,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,MCC_PH101,0.32,plastic,0.85,1.58,8,15,1.0,1.37,0.5414,0.6497,0.4586,4.7,24.87,77.45,No,61.8,136.1,221.03,2.2,2
2607,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,MCC_PH101,0.32,plastic,0.7,1.3,4,50,0.6,1.29,0.5022,0.6026,0.4978,4.41,27.11,73.82,No,60.9,134.2,201.99,2.2,1
2608,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,MCC_PH101,0.32,plastic,1.0,1.86,8,100,0.8,1.75,0.5218,0.6262,0.4782,3.73,28.45,72.39,No,89.9,198.2,166.81,2.2,2
2609,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,MCC_PH101,0.32,plastic,0.5,0.93,2,50,0.8,1.45,0.4764,0.5717,0.5236,5.55,29.57,70.76,No,55.8,123.0,188.13,2.2,1
2610,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,MCC_PH101,0.32,plastic,0.3,0.56,10,15,1.0,1.76,0.4461,0.5353,0.5539,4.2,32.45,68.18,No,69.4,152.9,125.43,2.2,1
2611,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,MCC_PH101,0.32,plastic,0.5,0.93,6,75,1.0,1.59,0.4987,0.5985,0.5013,3.32,28.0,70.46,No,77.2,170.1,136.06,2.2,1
2612,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,MCC_PH101,0.32,plastic,0.85,1.58,6,75,0.8,1.48,0.5454,0.6545,0.4546,3.6,24.51,76.85,No,80.1,176.6,170.35,2.2,1
2613,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,MCC_PH101,0.32,plastic,0.3,0.56,6,50,1.0,1.51,0.4743,0.5692,0.5257,2.94,28.85,72.42,No,67.2,148.3,129.37,2.2,3
2614,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,MCC_PH101,0.32,plastic,0.5,0.93,4,50,0.8,1.29,0.4742,0.569,0.5258,4.24,28.02,73.26,No,61.9,136.6,169.5,2.2,3
2615,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,MCC_PH101,0.32,plastic,0.5,0.93,10,100,1.0,1.71,0.4886,0.5863,0.5114,3.51,27.65,74.15,No,96.0,211.6,109.37,2.2,1
2616,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,MCC_PH101,0.32,plastic,1.0,1.86,10,15,1.0,1.79,0.5345,0.6414,0.4655,4.25,26.32,74.62,No,70.2,154.7,213.7,2.2,2
2617,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,MCC_PH101,0.32,plastic,1.0,1.86,8,100,1.2,1.66,0.5247,0.6297,0.4753,3.21,27.12,72.91,No,88.7,195.6,169.04,2.2,3
2618,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,MCC_PH101,0.32,plastic,1.0,1.86,2,15,1.0,1.33,0.5684,0.6821,0.4316,3.16,24.69,75.35,No,41.5,91.4,361.79,2.2,1
2619,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,MCC_PH101,0.32,plastic,0.5,0.93,4,50,0.8,1.33,0.4811,0.5773,0.5189,3.71,26.74,73.41,No,60.9,134.2,172.43,2.2,1
2620,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,MCC_PH101,0.32,plastic,0.3,0.56,6,100,0.6,1.44,0.4179,0.5015,0.5821,4.65,31.57,68.89,No,79.4,175.1,109.55,2.2,3
2621,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,MCC_PH101,0.32,plastic,0.85,1.58,2,50,1.5,1.27,0.4999,0.5999,0.5001,6.04,25.33,74.36,No,51.7,114.0,264.01,2.2,2
2622,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,MCC_PH101,0.32,plastic,0.7,1.3,8,50,0.6,1.7,0.4748,0.5698,0.5252,4.12,31.62,68.26,No,70.3,155.0,175.0,2.2,1
2623,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,MCC_PH101,0.32,plastic,0.3,0.56,8,15,1.5,1.48,0.3925,0.471,0.6075,5.2,30.18,68.17,No,63.1,139.0,137.97,2.2,1
2624,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,MCC_PH101,0.32,plastic,0.85,1.58,10,30,1.2,1.3,0.5253,0.6303,0.4747,4.57,28.85,72.43,No,73.3,161.5,186.34,2.2,2
2625,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,MCC_PH101,0.32,plastic,1.0,1.86,4,30,0.6,1.51,0.5318,0.6381,0.4682,4.17,24.51,75.38,No,51.9,114.5,288.81,2.2,2
2626,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,MCC_PH101,0.32,plastic,1.0,1.86,4,30,1.2,1.41,0.5685,0.6822,0.4315,4.0,24.23,76.22,No,56.5,124.5,265.59,2.2,1
2627,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,MCC_PH101,0.32,plastic,0.85,1.58,4,50,0.8,1.71,0.5344,0.6413,0.4656,3.85,26.2,74.53,No,60.4,133.1,226.14,2.2,3
2628,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,MCC_PH101,0.32,plastic,0.3,0.56,8,15,1.5,1.53,0.4067,0.4881,0.5933,5.68,34.13,65.3,No,62.4,137.5,139.46,2.2,3
2629,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,MCC_PH101,0.32,plastic,0.5,0.93,2,100,0.8,1.74,0.4598,0.5517,0.5402,9.78,28.44,72.3,No,67.4,148.7,155.72,2.2,1
2630,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,MCC_PH101,0.32,plastic,0.85,1.58,6,50,1.2,1.31,0.5521,0.6625,0.4479,3.74,23.55,75.48,No,65.7,144.9,207.73,2.2,3
2631,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,MCC_PH101,0.32,plastic,0.5,0.93,6,30,1.0,1.22,0.4975,0.597,0.5025,3.28,27.33,73.45,No,59.9,132.1,175.21,2.2,3
2632,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,MCC_PH101,0.32,plastic,1.0,1.86,2,100,0.6,1.41,0.5173,0.6208,0.4827,9.73,27.65,70.92,No,65.4,144.2,229.31,2.2,3
2633,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,MCC_PH101,0.32,plastic,0.3,0.56,8,100,0.8,1.79,0.4299,0.5159,0.5701,3.7,30.59,68.98,No,87.9,193.9,98.92,2.2,2
2634,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,MCC_PH101,0.32,plastic,0.5,0.93,4,75,0.6,1.44,0.4509,0.5411,0.5491,4.83,29.94,70.84,No,68.5,151.1,153.19,2.2,3
2635,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,MCC_PH101,0.32,plastic,0.5,0.93,6,100,0.8,1.27,0.4818,0.5781,0.5182,4.44,27.68,73.04,No,84.4,186.2,124.35,2.2,1
2636,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,MCC_PH101,0.32,plastic,0.3,0.56,10,50,1.5,1.43,0.4086,0.4903,0.5914,4.96,32.91,66.42,No,81.3,179.3,106.99,2.2,3
2637,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,MCC_PH101,0.32,plastic,1.0,1.86,6,100,0.8,1.35,0.5534,0.664,0.4466,4.52,22.56,79.27,No,82.9,182.8,180.94,2.2,1
2638,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,MCC_PH101,0.32,plastic,0.85,1.58,2,75,1.0,1.4,0.5522,0.6626,0.4478,7.1,21.96,78.54,No,64.9,143.0,210.4,2.2,3
2639,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,MCC_PH101,0.32,plastic,0.3,0.56,2,100,1.2,1.51,0.4322,0.5186,0.5678,9.2,30.15,70.04,No,68.4,150.8,127.19,2.2,2
2640,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,MCC_PH101,0.32,plastic,0.5,0.93,8,15,0.6,1.39,0.4353,0.5224,0.5647,4.97,30.03,69.0,No,62.3,137.4,168.51,2.2,3
2641,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,lactose_DCL11,0.62,brittle,0.7,1.3,10,100,0.6,1.79,0.4463,0.6471,0.5537,3.7,35.05,65.56,No,183.9,405.5,66.87,2.2,1
2642,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,lactose_DCL11,0.62,brittle,1.0,1.86,6,15,1.0,1.78,0.4916,0.7128,0.5084,4.3,33.47,67.24,No,107.7,237.4,139.29,2.2,1
2643,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,lactose_DCL11,0.62,brittle,0.5,0.93,4,75,0.6,1.28,0.4079,0.5914,0.5921,5.61,38.86,60.56,No,127.8,281.6,82.19,2.2,1
2644,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,lactose_DCL11,0.62,brittle,0.7,1.3,2,75,1.2,1.59,0.4393,0.6369,0.5607,7.52,32.93,66.52,No,117.5,258.9,104.72,2.2,3
2645,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,lactose_DCL11,0.62,brittle,1.0,1.86,10,75,1.2,1.21,0.5039,0.7306,0.4961,4.12,30.96,67.73,No,164.5,362.7,91.17,2.2,3
2646,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,lactose_DCL11,0.62,brittle,0.85,1.58,10,30,1.0,1.52,0.482,0.6989,0.518,4.34,35.8,65.39,No,135.5,298.7,100.74,2.2,1
2647,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,lactose_DCL11,0.62,brittle,1.0,1.86,6,15,1.2,1.74,0.4497,0.6521,0.5503,4.62,33.72,65.31,No,104.6,230.6,143.41,2.2,2
2648,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,lactose_DCL11,0.62,brittle,0.3,0.56,10,30,0.6,1.39,0.3897,0.5651,0.6103,4.75,37.19,64.18,No,140.9,310.6,61.74,2.2,2
2649,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,lactose_DCL11,0.62,brittle,0.5,0.93,2,75,1.0,1.46,0.4465,0.6474,0.5535,7.41,36.58,62.21,No,114.1,251.6,91.99,2.2,2
2650,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,lactose_DCL11,0.62,brittle,0.85,1.58,6,50,0.6,1.59,0.4409,0.6393,0.5591,4.48,38.64,63.48,No,131.8,290.5,103.6,2.2,3
2651,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,lactose_DCL11,0.62,brittle,0.5,0.93,8,75,1.0,1.78,0.4802,0.6962,0.5198,2.97,34.72,64.13,No,159.6,351.8,65.8,2.2,1
2652,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,lactose_DCL11,0.62,brittle,0.7,1.3,2,100,1.0,1.48,0.4978,0.7218,0.5022,9.05,31.25,69.51,No,131.5,289.8,93.57,2.2,3
2653,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,lactose_DCL11,0.62,brittle,0.3,0.56,10,15,0.8,1.52,0.3878,0.5624,0.6122,4.76,38.21,62.96,No,129.5,285.5,67.17,2.2,1
2654,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,lactose_DCL11,0.62,brittle,1.0,1.86,8,15,1.0,1.43,0.4937,0.7158,0.5063,3.99,32.82,68.16,No,123.4,272.1,121.53,2.2,2
2655,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,lactose_DCL11,0.62,brittle,0.5,0.93,4,100,0.8,1.58,0.4207,0.6101,0.5793,5.37,37.12,62.52,No,139.4,307.4,75.3,2.2,2
2656,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,lactose_DCL11,0.62,brittle,0.7,1.3,6,15,0.8,1.6,0.4415,0.6402,0.5585,4.65,32.88,64.38,No,108.7,239.6,113.19,2.2,3
2657,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,lactose_DCL11,0.62,brittle,0.7,1.3,4,75,1.2,1.6,0.4371,0.6338,0.5629,4.88,34.91,64.51,No,133.8,294.9,91.95,2.2,3
2658,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,lactose_DCL11,0.62,brittle,0.7,1.3,8,30,1.2,1.4,0.4497,0.6521,0.5503,4.29,37.09,61.53,No,132.0,291.0,93.2,2.2,3
2659,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,lactose_DCL11,0.62,brittle,0.3,0.56,8,15,1.0,1.7,0.4152,0.602,0.5848,3.89,38.33,61.07,No,122.7,270.4,70.92,2.2,1
2660,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,lactose_DCL11,0.62,brittle,0.85,1.58,6,100,1.0,1.35,0.4894,0.7096,0.5106,3.97,30.11,68.91,No,152.9,337.0,89.3,2.2,1
2661,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,lactose_DCL11,0.62,brittle,0.7,1.3,6,50,1.5,1.71,0.4351,0.6309,0.5649,4.44,37.04,62.92,No,127.3,280.7,96.59,2.2,3
2662,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,lactose_DCL11,0.62,brittle,0.3,0.56,6,100,1.0,1.7,0.4248,0.6159,0.5752,3.79,36.56,64.31,No,152.6,336.3,57.02,2.2,3
2663,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,lactose_DCL11,0.62,brittle,1.0,1.86,2,50,1.0,1.4,0.5096,0.7389,0.4904,5.06,31.34,68.62,No,105.9,233.5,141.64,2.2,3
2664,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,lactose_DCL11,0.62,brittle,0.85,1.58,10,30,0.6,1.61,0.4358,0.6319,0.5642,5.24,36.66,63.47,No,139.1,306.6,98.16,2.2,2
2665,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,lactose_DCL11,0.62,brittle,0.3,0.56,6,75,0.6,1.27,0.3761,0.5453,0.6239,3.92,39.63,59.15,No,140.0,308.6,62.14,2.2,2
2666,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,lactose_DCL11,0.62,brittle,1.0,1.86,4,15,0.6,1.76,0.4682,0.6788,0.5318,4.96,31.9,66.66,No,93.2,205.5,160.94,2.2,2
2667,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,lactose_DCL11,0.62,brittle,1.0,1.86,8,15,1.5,1.25,0.4665,0.6764,0.5335,5.46,33.37,64.74,No,116.6,257.0,128.66,2.2,1
2668,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,lactose_DCL11,0.62,brittle,0.5,0.93,6,100,0.8,1.57,0.4262,0.618,0.5738,4.68,36.65,63.54,No,156.8,345.7,66.97,2.2,3
2669,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,lactose_DCL11,0.62,brittle,0.85,1.58,4,15,1.0,1.73,0.4736,0.6867,0.5264,3.77,32.38,67.19,No,100.2,220.9,136.22,2.2,3
2670,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,lactose_DCL11,0.62,brittle,1.0,1.86,4,75,1.5,1.42,0.4661,0.6759,0.5339,5.04,34.83,63.2,No,136.1,300.0,110.21,2.2,2
2671,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,lactose_DCL11,0.62,brittle,0.3,0.56,4,50,0.8,1.7,0.4094,0.5936,0.5906,4.25,36.61,62.84,No,119.2,262.7,73.0,2.2,2
2672,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,lactose_DCL11,0.62,brittle,0.3,0.56,4,50,1.0,1.61,0.4361,0.6324,0.5639,3.57,34.07,67.16,No,115.0,253.5,75.67,2.2,1
2673,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,lactose_DCL11,0.62,brittle,1.0,1.86,2,75,0.8,1.36,0.4704,0.6821,0.5296,7.08,32.27,68.26,No,112.4,247.8,133.44,2.2,3
2674,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,lactose_DCL11,0.62,brittle,0.5,0.93,2,30,1.0,1.47,0.4482,0.6499,0.5518,4.17,36.74,62.39,No,88.9,196.0,118.13,2.2,3
2675,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,lactose_DCL11,0.62,brittle,0.5,0.93,10,30,0.8,1.29,0.4118,0.5971,0.5882,4.43,38.08,62.09,No,138.4,305.0,75.88,2.2,2
2676,CL75200,Production,3.0,8,7.5,20,15.0,PM6,15.0,lactose_DCL11,0.62,brittle,0.3,0.56,10,50,1.5,1.32,0.4034,0.5849,0.5966,4.87,39.23,61.83,No,155.5,342.9,55.94,2.2,1
